race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,extraversion,neuroticism,agreeableness,conscientiousness,openness
1,21,English (native),Female,Right,Test site,US,4,5,5,5,5,5,5,1,3,1,3,2,3,3,2,4,4,2,4,2,4,5,3,5,5,3,5,5,5,4,3,1,4,2,1,2,3,4,3,4,4,5,5,5,5,5,5,4,5,5,3.9,2.9,4.4,2.7,4.8
3,49,Not English (native),Male,Right,Test site,BE,3,5,5,3,4,5,4,4,4,4,3,1,3,5,2,1,1,1,1,1,5,5,5,4,5,3,5,5,4,5,4,3,5,5,5,5,4,3,5,5,5,5,4,5,4,5,4,2,5,5,4.1,1.9,4.6,4.4,4.4
3,18,English (native),Female,Right,Test site,US,3,3,4,2,5,4,5,2,3,2,4,3,4,4,2,3,3,2,2,3,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,3,4,4,4,4,3,5,5,5,5,5,5,3,5,5,3.3,3,4.6,4,4.6
3,32,English (native),Female,Right,.edu,US,1,3,2,2,1,5,1,2,3,2,4,3,4,3,4,4,4,4,4,2,3,3,4,4,5,5,5,4,4,3,4,3,3,2,1,2,1,4,4,2,2,3,3,3,4,2,4,2,3,2,2.2,3.6,4,2.6,2.8
3,60,English (native),Female,Right,Test site,US,1,2,5,3,5,3,3,1,1,2,4,3,4,5,5,4,2,2,4,2,5,5,5,5,5,4,5,5,5,5,2,2,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.6,3.5,4.9,3.7,5
3,22,English (native),Female,Right,Test site,IE,1,3,2,2,3,4,1,2,2,2,5,4,5,5,4,5,4,4,3,4,5,4,2,4,5,5,4,4,5,5,2,2,4,3,1,1,3,3,2,3,5,3,5,3,3,5,5,5,4,3,2.2,4.3,4.3,2.4,4.1
3,24,English (native),Male,Right,Test site,PL,1,1,1,1,2,1,1,1,1,1,2,1,2,3,2,2,2,3,1,3,5,2,5,1,5,2,1,3,1,3,4,5,4,5,2,4,5,3,4,4,4,5,3,2,3,5,5,4,2,4,1.1,2.1,2.8,4,3.7
6,16,Not English (native),Female,Left,Test site,BR,2,4,3,3,3,5,2,4,2,1,3,2,4,2,1,2,2,2,2,2,5,5,4,5,3,5,5,4,3,3,3,4,3,2,2,2,5,3,4,5,4,5,4,5,4,5,4,2,5,5,2.9,2.2,4.2,3.3,4.3
3,20,Not English (native),Male,Right,Test site,SK,2,2,2,3,3,4,2,2,4,2,4,3,4,4,3,3,4,4,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,2,2,2,2,2,4,4,5,4,5,4,5,4,3,4,4,2.6,3.5,2.9,2.6,4.2
1,47,English (native),Female,Right,Google,US,3,4,3,3,3,3,2,4,2,3,2,3,3,3,2,2,2,2,2,2,5,4,5,4,4,4,4,3,4,4,2,4,3,4,3,4,3,4,3,3,3,4,4,4,5,5,4,2,3,4,3,2.3,4.1,3.3,3.8
3,15,English (native),Female,Right,Test site,US,2,5,2,4,3,4,2,1,2,2,5,2,4,4,5,2,4,4,5,3,4,3,1,3,4,3,4,3,3,3,4,1,4,2,1,2,2,2,4,3,3,4,3,3,2,3,5,4,4,3,2.7,3.8,3.1,2.5,3.4
13,17,English (native),Female,Right,Test site,US,1,3,3,1,3,1,1,1,1,1,4,1,5,5,2,3,5,4,4,4,2,2,5,2,2,4,3,2,2,3,3,1,4,5,1,5,3,3,1,2,1,5,3,1,1,1,3,1,5,1,1.6,3.7,2.7,2.8,2.2
13,13,English (native),Female,Both,Test site,US,5,5,5,1,5,5,5,5,5,5,1,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4.6,1.8,4.6,4.6,4.6
3,16,Not English (native),Female,Right,Test site,HR,4,2,1,1,2,2,1,1,4,1,5,5,5,2,4,2,4,3,5,4,4,5,4,2,2,5,4,4,2,3,5,2,2,3,1,1,5,3,4,5,4,4,5,3,4,4,5,2,5,3,1.9,3.9,3.5,3.1,3.9
5,23,Not English (native),Female,Right,Test site,SA,1,2,2,4,4,2,4,1,1,1,3,1,2,3,2,2,5,4,2,3,4,3,5,2,3,3,4,3,2,4,4,5,2,2,3,3,1,3,1,4,2,2,3,3,4,4,3,3,5,3,2.2,2.7,3.3,2.8,3.2
3,30,English (native),Female,Right,Test site,US,5,4,5,5,5,5,5,5,5,4,3,2,3,2,1,1,3,2,2,1,5,5,5,5,5,5,5,5,5,5,4,2,3,2,3,1,2,5,3,2,3,4,4,5,5,5,4,3,4,5,4.8,2,5,2.7,4.2
3,17,English (native),Female,Right,Test site,US,3,5,4,5,5,5,3,5,5,4,4,4,5,4,2,2,4,2,5,2,4,5,1,4,5,5,4,5,4,4,1,1,4,2,1,1,3,2,4,4,3,4,5,5,5,5,4,2,5,5,4.4,3.4,4.1,2.3,4.3
6,20,English (native),Female,Right,Google,US,2,3,3,2,3,3,2,2,2,2,4,3,4,3,2,3,3,3,4,3,5,4,4,4,5,4,4,4,5,4,4,4,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,2,4,3,2.4,3.2,4.3,3.4,3.4
3,25,English (native),Male,Right,Test site,US,2,4,2,2,4,4,1,4,4,1,4,3,5,4,1,4,2,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,2,1,4,4,4,4,3,5,5,5,5,4,5,4,5,5,4,2.8,3.5,3.4,3.4,4.7
3,27,Not English (native),Male,Right,Test site,BR,4,5,4,5,4,5,4,5,5,5,4,4,3,2,4,3,4,4,4,2,2,3,3,2,2,2,2,1,4,4,4,3,4,3,3,3,3,3,2,4,5,5,5,5,5,5,4,5,4,5,4.6,3.4,2.5,3.2,4.8
3,25,English (native),Female,Right,Test site,US,1,2,2,1,2,2,1,1,2,2,4,3,4,5,3,2,3,2,2,4,4,4,5,4,3,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,3,1.6,3.2,3.6,5,4.1
3,21,English (native),Female,Right,Google,US,3,4,3,4,4,3,2,2,2,2,4,4,4,2,2,3,2,2,3,2,5,5,5,5,5,5,5,5,5,3,4,2,4,4,4,4,4,5,4,3,3,3,4,2,2,3,4,2,3,2,2.9,2.8,4.8,3.8,2.8
3,59,English (native),Male,Right,Test site,IE,1,2,4,4,4,4,3,4,4,4,1,2,2,1,2,2,1,1,3,1,5,4,5,4,5,5,5,4,4,3,3,5,2,5,3,4,3,3,4,4,5,3,5,5,5,5,3,5,4,5,3.4,1.6,4.4,3.6,4.5
3,30,English (native),Female,Right,Google,US,4,4,5,4,4,5,4,5,4,4,2,3,2,1,2,2,1,2,1,1,4,5,5,4,5,3,5,4,3,4,4,4,5,5,4,5,3,5,3,4,5,5,5,5,5,5,5,5,4,5,4.3,1.7,4.2,4.2,4.9
3,37,English (native),Female,Right,Test site,US,5,5,5,5,5,5,3,2,5,5,1,5,3,2,5,5,5,4,5,1,3,3,3,2,1,1,1,2,2,5,1,2,1,2,2,1,2,5,3,5,4,2,1,2,5,1,5,4,5,5,4.5,3.6,2.3,2.4,3.4
11,27,Not English (native),Female,Right,Test site,NZ,2,2,3,2,3,2,2,3,2,3,5,3,5,4,2,3,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,2,3,2,3,4,3,4,3,4,4,4,4,4,3,5,3,3,4,4,2.4,3.9,4.1,3.1,3.8
6,41,English (native),Female,Left,Google,US,2,3,3,2,2,3,2,1,1,1,4,4,4,3,2,4,4,4,4,2,5,4,4,4,4,4,3,4,4,3,5,5,5,5,3,5,5,5,5,5,3,3,3,2,4,3,4,3,4,3,2,3.5,3.9,4.8,3.2
3,18,English (native),Male,Right,Test site,GB,4,4,5,4,3,3,4,4,5,2,3,2,3,4,5,1,3,1,4,2,2,3,1,2,2,2,3,3,3,5,3,2,4,3,2,2,2,3,2,3,3,4,5,4,3,5,4,4,4,5,3.8,2.8,2.6,2.6,4.1
3,21,English (native),Female,Right,Test site,US,3,4,3,4,4,4,4,4,4,3,5,4,5,4,3,4,4,4,4,2,4,4,3,5,4,4,4,4,4,4,2,2,4,1,2,2,3,3,2,3,3,4,4,4,4,4,3,4,4,4,3.7,3.9,4,2.4,3.8
6,15,English (native),Female,Right,Test site,US,5,3,5,2,3,4,3,1,1,5,3,1,5,4,3,1,3,2,3,1,5,3,5,5,5,5,4,5,5,5,4,2,5,4,3,5,5,3,5,5,4,5,4,4,4,5,5,4,3,4,3.2,2.6,4.7,4.1,4.2
3,18,Not English (native),Female,Right,Test site,BR,2,5,1,2,4,5,1,3,4,1,5,5,4,2,4,4,5,5,5,4,3,2,3,3,3,3,3,2,4,3,3,1,4,3,3,3,3,4,3,4,5,5,5,4,5,4,4,5,5,5,2.8,4.3,2.9,3.1,4.7
3,20,English (native),Male,Left,Test site,GB,4,5,5,4,5,5,4,3,3,4,1,2,4,3,4,1,2,1,2,2,4,5,3,5,3,3,5,4,4,4,3,4,4,2,3,4,3,4,2,3,4,4,4,4,5,5,4,4,5,4,4.2,2.2,4,3.2,4.3
13,35,English (native),Male,Right,Test site,US,5,5,5,5,5,5,5,2,4,5,1,1,5,1,3,1,1,1,2,1,5,5,5,5,5,4,5,5,5,5,4,3,4,4,3,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,4.6,1.7,4.9,4.3,4.7
3,24,English (native),Female,Right,Test site,GB,2,4,2,2,3,4,3,2,1,3,4,4,4,4,2,3,3,3,4,4,4,3,3,3,3,3,3,2,3,2,1,2,3,2,1,2,2,2,1,3,4,4,4,3,3,5,3,3,4,3,2.6,3.5,2.9,1.9,3.6
3,33,English (native),Female,Right,Test site,US,5,5,4,5,5,4,5,2,4,4,5,4,4,3,4,4,5,4,4,4,5,5,5,5,5,4,5,4,4,2,1,3,3,3,4,4,5,5,4,2,5,5,3,5,4,4,4,4,5,4,4.3,4.1,4.4,3.4,4.3
1,20,Not English (native),Female,Right,Test site,PH,3,1,2,1,2,5,1,1,2,1,3,3,4,3,2,2,3,2,3,3,4,3,3,3,4,3,4,4,2,2,3,3,4,4,2,4,4,4,4,3,3,5,4,4,3,4,3,2,4,3,1.9,2.8,3.2,3.5,3.5
3,59,English (native),Female,Right,Test site,US,1,4,4,2,4,4,3,1,3,3,2,2,1,2,2,2,3,1,2,1,5,4,3,4,4,5,4,5,4,4,4,4,4,5,4,4,4,5,2,4,4,3,3,4,4,3,4,4,4,3,2.9,1.8,4.2,4,3.6
3,19,English (native),Female,Left,Test site,CA,5,4,5,5,5,5,3,5,5,5,4,3,5,4,2,2,2,2,5,1,5,3,4,3,3,4,4,5,4,4,2,2,4,2,2,4,3,3,3,3,5,4,5,3,3,5,3,4,5,4,4.7,3,3.9,2.8,4.1
13,26,Not English (native),Male,Right,Test site,BR,2,4,2,4,2,4,2,4,4,2,3,3,4,4,3,4,4,4,4,2,3,3,2,3,3,2,3,3,4,2,4,2,4,3,4,2,3,4,4,4,5,4,5,5,5,5,4,3,5,5,3,3.5,2.8,3.4,4.6
3,24,Not English (native),Female,Right,Test site,CA,3,5,4,3,4,5,2,3,1,1,3,1,3,5,1,2,1,1,4,1,5,3,4,5,2,5,4,5,5,5,5,1,5,5,3,2,4,3,5,5,2,2,5,3,5,5,5,1,5,4,3.1,2.2,4.3,3.8,3.7
3,31,English (native),Female,Right,Google,US,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,4,4,4,4,4,5,3,5,5,5,5,4,4,5,3,1,3,3,1,1,3,5,3,3,3,4,5,4,3,5,5,3,2,5,5,4,4.5,2.6,3.9
3,30,English (native),Female,Right,Test site,US,1,4,3,2,3,5,1,2,4,3,4,4,5,5,5,2,3,1,2,2,5,5,3,5,5,5,5,4,5,5,2,2,3,1,1,1,2,2,1,1,5,5,5,5,4,5,4,1,5,5,2.8,3.3,4.7,1.6,4.4
5,18,English (native),Female,Right,Test site,US,1,4,2,1,2,5,1,1,2,1,4,3,5,5,1,4,4,2,5,5,2,3,1,2,3,1,1,3,2,2,4,4,5,3,2,5,5,3,3,4,2,4,4,5,1,4,3,2,5,3,2,3.8,2,3.8,3.3
13,24,English (native),Female,Right,NA,US,3,5,4,3,3,5,2,2,3,1,4,2,5,4,3,3,3,1,4,2,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,3.1,3.1,4.5,4.8,4.5
13,13,NA,Female,Right,Test site,US,4,4,5,4,4,5,5,3,3,4,2,2,3,3,3,2,3,4,2,1,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.1,2.5,4.7,4.5,5
3,19,English (native),Female,Right,Test site,US,3,4,5,4,5,4,4,3,4,4,3,2,3,3,2,1,2,2,2,3,5,5,4,5,5,4,4,5,5,4,3,1,2,2,2,2,2,4,2,2,4,4,3,4,3,3,4,3,3,4,4,2.3,4.6,2.2,3.5
11,20,English (native),Female,Right,Google,US,2,3,2,2,2,2,4,3,2,1,5,5,5,5,4,3,5,4,2,4,2,2,2,2,2,4,4,2,1,4,4,4,4,2,2,4,3,4,2,4,4,3,4,5,4,4,4,4,4,4,2.3,4.2,2.5,3.3,4
11,13,English (native),Female,Right,Test site,US,3,5,4,4,4,5,4,2,4,4,2,4,5,2,4,4,3,4,4,2,5,4,5,5,4,4,4,4,5,2,4,4,4,2,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,3.9,3.4,4.2,4,4.1
13,16,English (native),Female,Right,Google,US,4,5,3,4,5,5,5,4,3,2,4,2,2,3,3,3,5,5,3,4,3,2,5,3,1,2,3,4,1,3,1,2,2,5,3,1,3,3,1,3,2,3,4,3,4,5,3,3,5,5,4,3.4,2.7,2.4,3.7
3,17,English (native),Female,Right,Test site,AU,1,5,5,2,5,5,1,2,1,4,1,1,4,4,1,3,2,1,1,2,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,2,2,4,1,5,5,5,5,5,5,5,5,4,5,1,3.1,2,5,3,4.5
3,27,English (native),Female,Right,Test site,US,3,5,5,5,5,4,5,4,4,4,3,2,2,5,1,3,2,2,2,3,3,5,3,4,5,4,4,4,4,4,2,4,2,4,2,4,2,3,3,2,4,5,4,3,4,4,4,4,2,3,4.4,2.5,4,2.8,3.7
3,20,English (native),Female,Right,NA,US,1,3,4,4,4,4,2,3,2,2,4,2,4,5,1,2,3,2,2,4,5,4,4,4,5,4,4,3,4,4,2,3,3,4,5,4,4,4,4,4,5,4,5,4,3,5,4,5,5,4,2.9,2.9,4.1,3.7,4.4
9,44,Not English (native),Female,Right,Test site,JP,2,5,3,3,4,4,4,4,4,2,4,4,2,1,4,4,2,2,2,1,4,4,5,5,4,3,4,3,4,4,2,4,2,4,2,1,1,4,4,5,4,3,3,5,3,4,4,4,2,3,3.5,2.6,4,2.9,3.5
3,21,English (native),Female,Right,Test site,CA,4,5,4,4,4,5,5,4,5,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,5,5,5,4,4,4,3,2,2,3,2,2,3,3,2,3,4,3,3,2,3,3,3,3,2,2,4.4,3.7,4.3,2.5,2.8
3,21,English (native),Female,Right,Google,CA,3,4,4,4,5,4,4,2,2,4,3,2,4,3,2,4,2,2,3,2,4,5,5,4,5,3,5,4,5,4,5,3,4,4,4,3,5,4,4,5,5,4,3,5,4,4,5,4,4,4,3.6,2.7,4.4,4.1,4.2
4,23,Not English (native),Male,Right,Test site,IN,2,2,4,2,3,2,1,4,4,2,3,2,4,2,2,2,2,2,1,2,2,5,5,3,4,5,4,5,4,4,4,1,2,4,2,2,4,5,4,2,2,4,2,5,4,4,4,1,4,4,2.6,2.2,4.1,3,3.4
13,24,English (native),Female,Right,Test site,US,1,4,1,1,3,1,1,1,1,1,5,3,5,5,5,5,4,3,5,5,2,2,2,4,1,3,1,3,5,5,4,5,5,2,5,5,4,5,4,4,4,1,5,1,4,5,4,5,5,5,1.5,4.5,2.8,4.3,3.9
1,39,English (native),Male,Right,Test site,CA,2,2,2,2,4,4,4,1,3,3,2,3,4,5,4,2,3,2,3,4,4,4,5,4,4,4,4,2,3,4,3,4,2,4,2,4,4,5,3,2,4,5,4,5,4,5,4,1,5,4,2.7,3.2,3.8,3.3,4.1
3,45,English (native),Female,Right,Google,US,1,2,2,2,2,4,1,1,1,1,4,3,4,4,3,3,3,3,1,4,5,5,5,4,4,5,5,5,3,2,4,1,5,2,4,1,3,5,3,4,5,5,3,3,5,5,5,5,4,4,1.7,3.2,4.3,3.2,4.4
3,45,English (native),Female,Left,NA,US,3,5,5,5,5,5,5,4,4,5,3,2,3,2,2,3,2,2,4,1,5,5,4,5,5,5,5,5,4,4,3,1,3,5,1,2,2,3,1,2,4,5,3,4,3,4,4,3,5,3,4.6,2.4,4.7,2.3,3.8
1,20,English (native),Male,Right,Test site,US,3,4,5,4,5,5,5,4,5,5,2,3,4,4,1,1,1,1,1,2,5,5,5,5,5,4,5,5,5,5,3,3,5,5,3,2,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4.5,2,4.9,3.9,4.9
13,21,English (native),Female,Right,Test site,US,2,2,2,1,3,3,3,3,3,3,5,4,5,5,4,4,4,4,5,4,4,3,3,4,3,3,3,3,3,3,3,1,4,1,3,3,5,4,5,3,3,3,5,3,3,3,3,3,3,4,2.5,4.4,3.2,3.2,3.3
1,23,Not English (native),Female,Right,Google,ID,2,5,3,2,2,4,3,4,2,4,3,3,3,3,4,2,4,4,3,2,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,3,4,4,5,3,4,3,5,3,4,5,4,1,4,4,3.1,3.1,4.2,4,3.7
9,23,Not English (native),Female,Right,Test site,PH,2,4,5,5,4,4,4,5,4,5,4,4,5,2,1,4,2,2,4,1,5,5,5,5,5,5,5,1,5,5,5,2,4,5,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,4.2,2.9,4.6,4.3,4.8
3,22,English (native),Female,Right,Test site,US,1,1,3,1,1,1,1,1,1,1,5,3,5,4,3,5,4,2,3,2,5,2,5,5,4,5,3,5,4,3,1,1,4,1,2,1,3,3,1,2,3,3,5,5,4,5,3,1,5,4,1.2,3.6,4.1,1.9,3.8
3,16,English (native),Female,Right,Test site,US,4,4,5,4,5,4,5,3,5,3,4,1,4,4,4,4,4,3,3,3,5,5,3,4,3,4,5,5,5,5,3,3,4,3,4,3,3,3,4,3,5,5,4,5,5,5,5,5,4,5,4.2,3.4,4.4,3.3,4.8
3,20,English (native),Male,Right,NA,AU,4,5,5,4,5,5,2,4,4,2,3,2,2,4,2,1,3,2,3,4,5,4,2,5,4,4,5,4,5,5,2,1,2,2,1,2,2,4,1,2,5,5,5,3,3,5,4,5,5,5,4,2.6,4.3,1.9,4.5
1,33,Not English (native),Female,Right,Test site,IN,2,2,4,2,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,2,5,4,4,4,3,4,4,2.8,1.9,4,4.1,3.9
13,17,English (native),Female,Right,Test site,AU,4,4,3,3,4,3,3,2,3,2,4,2,4,4,5,2,5,4,3,4,5,5,5,4,5,4,4,4,4,4,2,1,5,2,1,1,1,3,2,3,3,2,5,5,3,4,2,4,5,4,3.1,3.7,4.4,2.1,3.7
11,17,English (native),NA,Right,Test site,CA,1,3,3,3,2,3,1,2,3,2,3,3,4,4,2,3,3,2,4,2,5,4,2,3,4,3,4,3,3,3,3,3,4,4,1,2,4,3,4,4,4,4,5,5,4,5,4,4,3,5,2.3,3,3.4,3.2,4.3
3,20,English (native),Female,Right,NA,US,2,4,4,3,4,4,2,2,2,4,5,4,5,5,4,5,5,4,5,4,5,5,3,5,5,5,5,5,4,4,4,2,4,3,3,3,4,4,4,4,3,4,4,5,3,4,4,3,5,4,3.1,4.6,4.6,3.5,3.9
1,59,English (native),Female,Right,Test site,US,1,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,3,2,4,4,4,2,4,1,2,2,5,2,4,3,4,1,2,4,3,5,3,4,5,3,2,4,4,1.6,1,3.4,2.6,3.7
3,25,English (native),Male,Right,Google,CA,5,5,4,3,5,5,4,2,4,3,1,1,3,1,2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,4,1,4,2,4,3,4,5,5,4,4,5,5,4,5,5,5,4,4,5,4,1.7,5,3.6,4.6
3,18,English (native),Female,Right,Test site,AU,1,3,1,1,1,3,1,5,1,1,5,3,5,5,1,3,4,3,5,4,4,2,1,2,5,1,3,2,1,3,4,5,4,3,2,5,4,3,3,3,4,4,5,3,3,5,3,4,3,5,1.8,3.8,2.4,3.6,3.9
1,27,Not English (native),Male,Right,Test site,US,1,2,3,2,3,3,3,3,2,1,3,1,5,5,5,4,3,3,4,5,5,5,4,4,3,4,3,5,4,5,3,1,4,2,2,3,3,3,3,3,3,4,4,5,4,4,5,2,5,4,2.3,3.8,4.2,2.7,4
3,24,English (native),Female,Right,Test site,CA,3,2,2,4,1,3,4,3,2,1,3,3,4,5,1,3,5,4,5,4,4,4,2,4,3,3,2,3,5,3,2,2,4,3,1,2,1,3,3,3,3,4,3,5,3,3,3,5,5,3,2.5,3.7,3.3,2.4,3.7
3,29,English (native),Male,Both,Test site,US,5,5,5,3,5,5,4,5,5,5,1,1,5,1,1,1,1,1,1,1,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4.7,1.4,4.8,4.6,5
3,16,English (native),Female,Both,Test site,US,2,1,3,1,3,4,1,2,4,2,1,2,2,1,1,1,2,1,1,2,1,3,3,2,3,2,2,4,3,5,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,3,4,4,2.3,1.4,2.8,4.2,3.8
11,29,English (native),Male,Right,Google,US,2,2,3,1,4,2,3,2,3,1,2,2,4,4,2,2,2,1,3,3,5,4,2,5,3,3,3,3,4,3,3,3,4,4,4,4,3,2,4,4,5,5,4,5,3,4,4,3,5,4,2.3,2.5,3.5,3.5,4.2
13,33,Not English (native),Female,Right,Google,US,2,4,2,2,5,5,1,1,2,1,5,5,5,4,5,5,4,5,5,3,5,3,4,4,5,5,4,4,4,3,3,5,2,3,1,2,5,1,1,1,4,3,5,4,5,5,1,1,5,5,2.5,4.6,4.1,2.4,3.8
4,21,Not English (native),Male,Right,Test site,IN,4,4,4,2,2,4,3,4,5,1,3,3,4,2,3,2,4,4,3,1,2,4,5,4,4,5,4,4,5,2,3,4,4,4,4,3,4,5,3,4,4,4,4,5,5,5,5,3,4,4,3.3,2.9,3.9,3.8,4.3
3,26,English (native),Male,Right,Facebook,US,3,3,4,3,4,4,2,2,3,2,4,2,4,4,3,3,3,3,3,2,5,4,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,4,5,5,5,2,4,5,4,4,4,4,3,3.1,3.7,3.7,4.2
11,21,Not English (native),Male,Right,Test site,IN,1,4,2,4,3,2,2,2,4,1,2,2,3,3,2,4,4,4,2,3,3,4,4,4,4,4,3,3,3,3,2,2,4,2,2,2,1,3,2,2,1,4,4,5,4,4,4,1,4,5,2.5,2.9,3.5,2.2,3.6
4,26,Not English (native),Female,Right,Test site,IN,3,4,5,3,4,2,2,4,5,4,3,3,2,2,3,3,3,3,3,2,4,2,5,4,3,4,4,4,4,5,3,4,4,4,4,4,1,5,4,3,4,5,5,5,4,5,5,3,3,5,3.6,2.7,3.9,3.6,4.4
3,14,English (native),Male,Right,Test site,US,3,4,3,4,5,5,3,4,5,3,4,1,5,1,2,2,5,3,4,1,2,3,1,1,2,4,2,2,2,2,4,1,2,5,1,1,2,2,1,5,5,5,5,5,5,5,5,5,4,5,3.9,2.8,2.1,2.4,4.9
1,13,English (native),Male,Right,Test site,US,1,2,3,1,3,1,1,2,3,1,5,3,5,5,5,5,5,5,5,5,1,3,2,2,2,3,1,3,2,3,4,4,4,3,1,3,4,1,3,3,3,3,5,3,3,5,4,3,5,4,1.8,4.8,2.2,3,3.8
3,30,Not English (native),Male,Right,Test site,SE,4,3,5,5,5,5,5,5,5,5,1,1,1,1,4,1,3,1,4,1,4,5,5,5,3,4,5,4,5,5,5,1,5,4,1,1,4,3,1,4,4,5,5,5,5,5,5,4,5,5,4.7,1.8,4.5,2.9,4.8
3,27,English (native),Male,Right,Test site,US,3,1,2,1,4,2,3,1,1,1,5,4,5,5,4,4,4,4,5,5,4,4,2,4,4,5,4,3,4,4,2,2,4,3,2,3,4,4,3,5,4,4,4,3,5,4,5,4,5,4,1.9,4.5,3.8,3.2,4.2
3,17,English (native),Male,Right,Test site,US,2,2,2,2,3,4,2,2,3,2,5,4,5,5,4,4,5,5,5,5,4,4,2,4,4,4,4,4,4,1,2,2,4,2,2,3,4,2,3,4,5,5,5,5,5,5,5,5,4,5,2.4,4.7,3.5,2.8,4.9
13,17,English (native),Female,Right,NA,US,5,4,5,5,5,4,5,1,3,4,3,3,3,3,3,3,3,3,3,2,2,4,4,3,5,3,5,4,3,3,3,4,3,5,5,4,4,4,2,2,3,4,3,4,3,4,5,2,4,3,4.1,2.9,3.6,3.6,3.5
11,19,English (native),Female,Right,Test site,AU,3,4,4,3,3,2,2,2,2,2,1,2,2,1,3,3,3,2,3,2,4,4,4,4,4,4,3,2,3,3,3,2,4,5,2,2,4,3,2,4,4,5,2,4,3,2,4,3,4,3,2.7,2.2,3.5,3.1,3.4
NA,18,English (native),Male,Right,Test site,US,1,1,4,1,1,4,1,2,3,1,3,1,3,4,4,1,1,1,3,3,1,3,2,1,3,1,4,2,1,2,2,1,5,3,1,3,4,2,3,3,5,5,3,5,4,4,5,5,5,5,1.9,2.4,2,2.7,4.6
11,23,Not English (native),Female,Right,Test site,MY,1,2,2,3,4,2,1,2,2,3,5,3,2,3,4,3,3,2,3,3,4,3,4,4,4,5,3,3,4,3,3,3,3,3,3,4,3,5,5,3,2,2,4,3,3,2,3,2,5,2,2.2,3.1,3.7,3.5,2.8
1,20,Not English (native),Female,Right,Test site,IN,5,5,5,3,1,1,1,5,5,1,5,5,1,1,5,1,2,1,1,1,1,5,5,5,1,5,5,5,5,5,1,5,5,1,1,1,1,1,4,5,1,5,5,4,3,1,4,1,1,4,3.2,2.3,4.2,2.5,2.9
11,19,Not English (native),Female,Right,Google,MY,4,3,3,3,3,3,4,2,3,5,4,2,4,4,4,5,5,3,4,3,5,4,5,4,2,5,3,5,4,5,3,1,3,2,3,1,2,5,3,4,2,3,4,3,5,4,5,3,2,4,3.3,3.8,4.2,2.7,3.5
13,23,Not English (native),Male,Right,Test site,IN,4,3,4,4,4,4,3,4,4,2,1,3,3,3,2,2,4,4,2,3,1,4,5,5,4,4,4,5,4,4,3,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,3.6,2.7,4,3.9,3.7
13,14,English (native),Male,Right,Test site,US,1,1,3,1,1,1,3,1,1,2,2,3,3,2,3,3,4,4,4,1,2,2,2,1,1,2,2,2,1,3,3,3,5,2,2,3,3,3,3,3,4,2,5,3,4,5,4,3,3,5,1.5,2.9,1.8,3,3.8
4,18,English (native),Male,Right,Test site,IN,1,1,4,2,1,1,3,2,5,1,3,1,5,1,5,3,3,3,4,5,2,4,4,4,4,4,4,3,4,3,2,3,5,2,2,4,2,2,1,4,4,4,4,5,4,4,2,3,5,5,2.1,3.3,3.6,2.7,4
